tweet_id_customer,text_customer,tweet_id_uber,text_uber
11559,"@Uber_Support thanks, however this is a link to the US Uber details. Is there somebody who can help for Australian drivers?",11558,@118227 We're here to help! Send us a DM with your email address so we can follow up.
11561,"@Uber_Support I have been requested to provide my driving record and submit applications for Passenger Transport Licence Code both of which I have obtained. There are however, no links nor upload options neither online or on the app available to upload these documents. How do I?",11560,@118227 Hi there! Please visit; https://t.co/6Wvjulm8iF for more info. Please let us know if you have any other questions or concerns.
11563,"@Uber_Support and so your team member did connect with me and suggested I change city in my email subscription settings on my profile page and I sent him a screenshot of my profile page to show how I didn't have the email subscription settings button over there at all. Since then, no replies!!",11562,@118228 We see your outreach and a member of our team will be following up via email as soon as possible. We appreciate your patience.
11565,"@Uber_Support I have moved recently from Delhi to Mumbai, India permanently. However, I keep getting SMS/email about offers in Delhi. How can I change that to Mumbai?",11564,@118228 We'll be happy to take a closer look. Send us a note via https://t.co/zUe0dj6yoX so our team can connect.
11669,@Uber_Support got this message few hours back. then hour later asked me if my account was working. I said no then the  blocked me. https://t.co/uGQtHhWKGi,11668,@118253 We've responded to your DM.
11677,@115873 I have left my key in a taxi and need to get it back,11676,@118255 Here to help! Send us a note here; https://t.co/rOtqyWzf0B and our team will be able to assist!
11679,@115873 are a joke mate. Honestly trying to charge me £30 for a taxi to Mint when 10 mins ago it was £8? Sly bastards,11678,@118256 Here to help! Send us a note here; https://t.co/oEOANqFpjc and our team will be able to assist!
11681,@821 why do i have Uber Navigator Help charges to my account #Canada #unknowncharges #irritated,11680,@118257 We can definitely follow up! Send us a note here: https://t.co/dInR3racif so our team can connect.
11683,@Uber_Support Hi I do not understand how I am suppose to generate my bill for the rides I've got.,11682,@118258 Happy to help! Find out more info about trip earnings here; https://t.co/DeK1HDLSrG
11685,@Uber_Support my ubereats promo code isn't working for others,11684,@118259 Here to help! Send us a DM with your email address with more info so we can assist.
12026,Can @115877 get me that pollo regio tho!🤔🤔🤔,12025,@118367 Here to help. Send us a note at https://t.co/NcKEnQDmxQ so our team can connect.
12029,Think I'll start using @115879 more. @115873 drivers canceled on me three times left me waiting for nearly an hour.,12027,"@118368 We can definitely take a closer look! Contact us here; https://t.co/593jusCquh , so we can help."
12031,@Uber_Support Just signed up thru ShopYourWay. Supposed to get promo for 1st ride free and $5 back in SYW points. No code sent?,12030,@118370 Happy to help! Please reach out to https://t.co/zUe0dj6yoX and fill out the 4 boxes at the bottom so we can get in touch.
12033,"@Uber_Support Right, I understand. What I don’t understand is how my score went from a 5 to 4.82 after one trip when I didn’t do anything during my ride",12035,"@118371 Your rating is a average of recent trips. Try not to worry, your rating will go up with future positive rides!"
12034,Just saw that my @115873 rating went down and I AM PISSED.,12032,@118371 Find out more info about how are ratings determined here: https://t.co/kWptmPiR2h
12615,Disabled @115873 customers deserve better and equal access to rides as able bodied customers. I’m tired of being left out in the cold (contd.),12614,@118522 Happy to help! Please send us a DM of the email address connected to your account and more details so we can further assist.
12617,@115873 @Uber_Support @118524 @390 So.. which one is right? Always auto message and not answering if they don't want to.Are they LOYAL? https://t.co/aPZB0npR6s,12616,"@118523 Hello, Tae! Thanks for your patience. Please check your DM for our reply."
12619,@Uber_Support I did but can you provide the items I asked about? The document spelling out what you can't have is not able to readily found.,12618,@118525 Here to help! Send us a DM with your email address so we can assist.
12621,@Uber_Support  can you guys make the list of things that stop you from becoming a driver public? It's  suspect that it can't be found simply,12620,@118525 We're here to help! Please write in at https://t.co/FF2YGTGjuA and we'll be happy to look into it for you!
12623,Is there an UberEats for candy delivery?,12622,@118526 Here to help! Contact us here; https://t.co/NcKEnQDmxQ so we can take a closer look.
12625,Hello @115873 my driver is endangering my life with his costume https://t.co/R3AG4SMdt9,12624,@118527 We take this very seriously. Please contact us via https://t.co/fS660rQ8NQ so we can follow up.
12627,"@Uber_Support Ordered chicken nuggets and got this. Seems right!  But hey, at least you’ll look in to it in 24 hours. https://t.co/KxtHua7F7u",12626,@118528 We're here to help! Send us a DM with your email address so we can connect.
12630,@115877 My 1st experience was NOT GOOD. All dishes poor. #cantonchilli #jumboshrimpswithspicypepper Pic when I opened the lid $16.95 https://t.co/7mMPOpz6z2,12629,@118529 Here to help. Send us a note at https://t.co/OWBkgXcbMl so our team can connect.
13228,@Uber_Support Riders shouldn't have to have legally changed their names just to be addressed correctly by their Uber drivers,13227,@118726 A member of our team will be in touch via in app support soon.
13231,@115877 i hate when my order is canceled after an hour of waiting,13230,@118727 Here to help! Check out https://t.co/BjBRiTu5jM for more information.
13233,@115877 again. I have 14.92 in my balance I am trying to place an order for 13 and it says that cannot verify payment profile,13232,@118728 Here to help! Send us a note at https://t.co/nNTmqKFfZd so our team can connect.
13235,"@118730 @uber_support 1/2 guys, your uber eats customer service is garbage. I ordered something by mistake, tried to cancel it to no",13234,@118729 We're here to help. Can you please send us a DM with your email address so we can connect?
13593,"@Uber_Support on 10/29, my bank statement shows I was charged $23 for a trip that does not show up in the uber app and that I didn’t take.",13592,@118838 Here to help. Send us a note at https://t.co/dInR3racif so our team can connect.
13596,"@Uber_Support had a problem with my food on uber eats tonight, called the restaurant, and they said they don't deal with it, has to be you?",13594,"@118839 Happy to help, Lisa! Sign in and visit us at https://t.co/NO9xtGf78k so our team can jump in and help out."
13598,"@115873 ! Fix yo damn algorithms!
 This can’t be right... https://t.co/F9rEqmW1rV",13597,@118840 Here to help. Send us a note at https://t.co/zUe0dj6yoX so our team can connect.
13601,Hey @AskLyft and @Uber_Support your drivers are absolutely terrible around cyclists and pedestrians - plz provide training! #vulnerable,13599,@118841 We can take a look! Send us a note via https://t.co/fS660rQ8NQ so our team can get in touch.
13958,@116273 needs to get on @115877 ASAP!!!!! I want a chicken gumbo 😫😫,13957,@118937 We're here to help. Can you please send us a DM so we can connect?
13960,@115873 First from 2 destination rides to 6 but now back to 2 again? And during rush hour I can't even use that? What are you doing Uber??,13959,@118938 We're sorry to hear about the trouble. Could you please DM us your account email and the details of your issue?
13962,@115877 never got my food from Travis.  Absolute bullshit.  Never ordering again.,13961,@118939 Here to help! Contact us here; https://t.co/oKhNTOteP5 so we can take a closer look.
13964,@Uber_Support Gave him a $20 bill to cash tip him and he drove off without giving change,13966,@118940 Can you please DM us specific details of your concern so that we can properly follow up.
13967,@Uber_Support Thought I made it explicit. Paid twice for my trip . Dude took off with my cash . No more cash tips . Your drivers lose,13968,"@118940 To best address your concern, please visit https://t.co/z8NNR56eyf and 'Sign in to get help' to send us a note."
